"Symbol","N","Mean","SD","Skewness","Kurtosis","Shapiro_W","Shapiro_p","JarqueBera_stat","JarqueBera_p"
"BTC",2122,53996.9196636982,29497.2548790278,0.554488999722128,-0.753378877070464,0.937459986346209,5.28213918146703e-29,158.907741425644,0
"ETH",2122,2396.34202016242,976.220533563312,0.185724478667643,-0.444927928233074,0.983317281373227,4.71683894461906e-15,29.8252351231042,3.33835472821065e-07
"BCH",2122,369.525785509084,192.347594687239,0.992882171447929,3.09743991709893,0.927750817895007,8.0082805306528e-31,1190.90457353261,0
"DASH",2122,70.600958802586,66.5986579963688,2.08379093033643,4.53424506173765,0.718270416835899,7.51839297714747e-51,3340.49622204884,0
"XLM",2122,0.207104272490875,0.124336994621537,1.06845557242488,0.545178301972951,0.872189379241294,1.38401437661449e-38,429.058626379504,0
"XRP",2122,1.02459973225354,0.794813773144369,1.24626460996877,0.35747153111741,0.805182443043497,6.58600020958849e-45,559.597660266409,0
"XMR",2122,214.322542817946,89.3251256834502,1.32599499065063,1.82515458383478,0.8643269604425,1.88803224465429e-39,913.197829994328,0
"LTC",2122,98.8855682790106,48.8311147794076,1.91094519463161,4.68978683917873,0.821510453293839,1.48806812384756e-43,3222.82319338004,0
